timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-03T09:07:02,fold_0,7cf33f51-8092-4125-a663-d51de50c0c3a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,43.25355039999704,1.3730498020845857e-05,3.1744210345439746e-07,7.947648205120001,0.0,10.0,9.626916549496476e-05,0.0,0.0001158754722221,0.0002121446377171,0.0,Canada,CAN,ontario,,,Windows-11-10.0.26200-SP0,3.13.7,3.2.7,8,Snapdragon(R) X - X126100 - Qualcomm(R) Oryon(TM) CPU,0,,-79.9143,43.2642,15.608097076416016,machine,0.0,0,87.365,13.636226654052734,N,1.0,0.0
2026-06-03T09:13:20,fold_0,85ab3bb0-5162-4e06-9220-036f523d21cf,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2.0523709999979474,1.8007394929103803e-07,8.773947268365131e-08,3.4705452128000007,0.0,3.0,1.4926729160717531e-06,0.0,1.2895803333473547e-06,2.782253249419108e-06,0.0,Canada,CAN,ontario,,,Windows-11-10.0.26200-SP0,3.13.7,3.2.7,8,Snapdragon(R) X - X126100 - Qualcomm(R) Oryon(TM) CPU,0,,-79.9143,43.2642,15.608097076416016,machine,0.0,0,0.0,0.0,N,1.0,0.0
